,青藍の空　遥か彼方　その光線銃で打ち抜いて,恋に恋なんてしないわ　わたし,ああ、知りたいな,当然、良いこともないし,,ネギをかじり、空を見上げ涙（シル）をこぼす,キミに心から思って欲しいの,,,優しくして,ペラペラな御託並べちゃって,ただ本能的に触れちゃって，でも言いたいことって無いんで，,から回る事を続けていたら　報われると信じていた,それで今も眠れないのを,,パッパッパラッパパパラパ　煙る蒸気喧騒の目,「もう良いかい？」,嘘みたいな陽炎が「嘘じゃないぞ」って嗤ってる,一日満喫してました,つまり元どおりまでバイバイバイ,本日の宿題は 無個性な僕のこと,,,心ごと体ごと 全部記憶の中の幻,交ざりあう宇宙の引力で,,腹を見せた鯉幟 孕んだのは髑髏,もう誰にも止められはしないよ,「ツレモドセ」 「ツレモドセ」,,I'm black then I'm white NO!!! Something isn't right!!,ありったけの想いは　これだけの言葉に,思考を乱している,Boys be ambitious...《はいはい》,とぅとぅ でんやぶ,生き急げ全開少女　寝ても覚めてもその刹那飼い馴らせ,間違い探しばかりふらふら,何年経っても僕は死なない　希望論ばかりを唱えている,（カモーン！！）,,「十年は経ちそうなある日『怪物』の声がして,,ちょっとぐらいの勇気にだって,,チュルリラ・チュルリラ・ダッダッダ！,犬も 猫も 牛も 豚も みな,,隣の国へ出かけたときに　街で見かけた緑のあの娘,そう　これが悲しい僕の末路だ,古びたバス停の端 傘を持った僕がいる,始めるのよ これは戦争,ありのままの自分を 愛せれば Que sera sera,全智全能の言葉を ほら聞かせてよ,それを拒む自己愛と 結果自家撞着の繰り返し,見境無い感情論 許されるのならば,どうして渋っている 早く音量を上げてくれ,昼も夜も無かったこの場所 なのに眠れない夜は続く,尊徳の感情はないの,侮らないで 夢見がちボーイ 意外とありなんだって,隣に 繁く 見える 冥王星も,散々だなぁ 逃げたいなぁ 期待しちゃうよ。,騒がしさがノックして 生まれた感情さえも,嗤う ひとり祈れ 導きのままに,照らし出して！ グリーンライツ,我々、幸福安心委員会は みなさまの幸せを願い そして、支えまーす。,僕は何を失った？,幼くて傷付けもした,ほらほら 盲目 甘い汁 冗談はほどほどに,嗚呼、厭,,,,,静かな海へと 二人が溶けたのなら,,両手を振って「また明日ね」と,,振り向かないから,,,,大嫌いを裏返したとて,,世界で一番 綺麗なものなら,「パパ、ママ、ニーナ…」,囚われの姫も 大魔王も,そう、これでお別れなんだ 僕が 君に 送る,物語の中でしか知らない世界に少し憧れる,十代 ドヤ顔で悟った人,秒針は進みだすのを止めて 世界もろとも眩みだそうとする,好きでいたって 歪んでく内声,,三日月を飲み込んで,ひとつまたひとつと未来は過去を無視した,あなたがくれる 灯りさえあれば,,僕もどうせ変わってないのだろう,,
（してあげるから）,,,深くまで,さあ、思い切り吐き出そうか,終わる頃には君に飽いてるよ,,かわいいって,死なない 死なない 僕は何で死なない？,マボロシだって知るんだよ,苦いものはまだ嫌いなの,結局♂♀凹凸擦って気持ち良くなりたいだけなら,痛いんで，触って，喘いで，天にも昇れる気になって，,周りの仲間達は　自分より高く回れるから,あなたが知れば笑うだろうか,どうして,パッパッパラッパパパラパ　ここで登場ピンチヒッター,「まだですよ、まだまだ先は見えないので。息を止めるの、今。」,夏の水色、かき回すような蝉の音に全て眩んだ,別に君のことなんて,思いついたら歩いていけ,過不足無い 不自由無い 最近に生きていて,『お母さん　お馬さん』（媽馬）,あれから世界は変わったって 本気で思ったって,本当の愛情が 指先から流れ出した,感じてる気持ちはトキメキ,,,,三日月が赤く燃え上がる,知らない事ばかり 知らないなんて言えなくて,My enemy's invisible， I don't know how to fight,愛したけど重いわ　それだけのことなの？,胸が高鳴っていく,like this old man,あ らっつぁっつぁ,そろそろどうも限界症状　即効性のTripに夢中,振り返り方、教えて頂戴よ,当然今日も君は居ないのにさ,,"""まるばつ さかだち おつきさま""",心臓を飲み込んだ 『嘘をつき続けろ』ってさ」,大嫌い嫌い嫌いな僕が　見えてますかルンパッパ,ちっちゃくなって塞ぎこんでる,,,パラジクロロベンゼン,朝焼けとあなたの溜息　この街は僕等の夢を見てる,その優しげな声と笑顔に　一目で僕は恋に落ちました,君に辿り着けないままで,今でさえ埃を被った夜空の隅に足はつくのに,嬉しそうなキミをみるなんて！,今はひとりぼっちの 君に歌をあげる 「ハイ！どうぞ」,脳みそ以外 もういらないと,僕はいつになれば言えるのかな,泣き出すことすらできないまま 呑み込んでった,,自由の羽を大きく広げて 泳ぐあなたは奇麗でした,,気付いて 妄想フラストレイション 毛頭暴走止まらないギガンティック,生憎、今は 興味がないわ,「もう私を見ないで！！」 ・・・なんて言葉も ポケットにしまおう。,頭に浮かんでは萎んだ 「幻なのかな？」,,遥かな未来を,,,僕らは少しくらい大人になれたのかな,,「わかってくれるでしょ」,叶えたいを現実に,「Hurry、HurrY!!」 「ワインをついで」,覚えていてね わたしの声を,追い越してく 戻れない憧憬,,ようこそ、我が胎内へ,その背中めがけ「頑張れ」と,甘いのもいいと思うけれど苦いのも嫌いじゃない,,いつか君に捧げた歌 今じゃ哀しいだけの愛の歌,長いまつげ 三日月アイラインまぶたに乗せて 光るリップ,全然アタシに興味ないじゃん,そこに大好きは隠れてないと,またいつの日にか 出会えると信じられたら,今まで奪われてた分は,"""よく出来ました。今すぐ行くね。""",超サイコウな夢を見ているのさ （なんだとー！？）,,ことくらい許してくれますか？,二十代 恥に気づいた人,この夢は終わらない,アイマイにしたいのさ,灰の中で赤く溶けて混じる硝子の靴,どこかへと向かってる,,いつでも ワタシはうたうから,,歌う あの雨音だって,ココロの歪 匿い微熱,リンちゃんのリボンはカチューシャについていますが、
,百戦錬磨の見た目は将校,だって　君のことが　…好きなの,,,愛か欲か分からず放つことは何としようか,それは偽りの永遠でした---,,夢のひとつも見れないくせに,嘘憑きだって知るんだよ　ネェ,ママの作るお菓子ばかり食べたせいね,その棒のようなもので私を殴って,どうにもこうにも二進にっちも三進さっちもあっちもこっちも,下から眺めるのは　首が痛いと拗ねたフリをしていた,,,パッパッパラッパパパラパ　あれはきっとパンダヒーロー,,,考えてなんかいないさ,心残り残さないように,でもどうして 僕達は 時々に いや毎日,『ここはどこ　君は誰』（你是誰阿）,期待したって変えようとしたって 未来は残酷で,顔上げて微笑めば 笑顔取り戻す魔法になる,,夢の跡が　君の嗚咽が,やい やい 遊びに行こうか,ああ　僕らの戦士「うろたんだー」,さぁさぁ コードを0で刻め 想像力の外側の世界へ,「大変お似合いで」,THE TREMBLING FEAR IS MORE THAN I CAN TAKE,,インプット,,や りびだびりん,,足りないものはもう無い、もう無い,,ルカルカ★ナイトフィーバー,キミをキミを さがしにいきたいの,,知らん知らん顔して　凭れるナナメが欲しいだけ,わたしだから,形のない歌で朝を描いたまま,ちょっと減ったわ三十名　閉鎖空間教室,さぁ　狂いましょう 眠りましょう,今日だって互いの事を忘れていくんだね　ねえ　そうでしょ,,,,切なる恋 それは罪,ビビビビビ・・・,"why not, I don't know",,張り裂けてしまいそうな心があるってこと、叫ばせて！,エビバリ,,ホンノリと少々 チラミセの本性,よそ見厳禁見てててて ね？,,,,『明日のデートには行くな』と ぽつり,きっと いつか キミを照らすまで,幸福なのは義務なんです,透通る波,,愛想も怨嗟も過食気味 加減を知らないボキャブラリ,,今、未来を買い戻せ,「どんちゃん どんちゃん♪」 「乾杯しましょう」,あなたがくれた この身すべてを,好きな人に さよならを,抱きしめて 覚めぬ夢が温もりが,愛とエゴの終着点,聞いたことある声が聞こえたよ,そんな私の事を我儘だと言うの？,ありがとう サヨナラ 切ない片思い,風に吹かれ飛んでゆけ 僕らが出会えたあの夏の日まで,,キミが好きなのは自分でしょ（Yeah!),叶えたい この想い,これからの日々も 変わらずやり過ごせるね,取り戻すまでさ！,,はやくそれになりたい ワクワクしちゃうよね,最上階から見た景色 落ちる影が ずっと ずっと,,三十代 身の丈知った人,,嫌いになってしまえたら 大成功,,,65535のテトラと,,Nyanyanyanyanyanya Nyanyanyanyanyanyanyanya,暮れた あの赤色だって,忍ぶコノ毒 終いに孤独,朝、こっそり猫耳にすり替えて、いつ気づくかなーと思っていたら、
みくみくにしてやんよ,いったりきたりの花魁道中,,あのね、もっといっぱい舞って頂戴,「短い言葉で繋がる意味を,,,世界で一番おひめさま,誰も知らない おとぎばなしは,,知らないことがあるのならば,紅い華が　咲き乱れて　私は脳漿炸裂ガール,今すぐあちらへ飛び込んでいけ。,,簡単な感情ばっか数えていたら,ブラックロックシューター,パッパッパラッパパパラパ　さらば 一昨日殺人ライナー,ロンリーガールの成れの果て　届かない、向こうの色,目を覚ました時計の針が鳴り響くベッドで,いやでもちょっと本当は,,悲しいって言うんだ 淋しいって言うんだ,大好きなワン・リーホンに　大好きだって言うため,それでもいつだって君と見ていた 世界は本当に綺麗だった,こころKnock Knock Knock,エイリアン あなたのエイリアン,吐き出せない泡沫の庭の隅を,やい やい 笑えや笑え,,オーバーな空想戦線へ,ウソついてゴメンね,WHEN I'M UP AGAINST THE ECHO IN THE MIRROR,愛したのは誰だっけ？　アレほどの時間が,,長い前髪 君 誰の信者,らば りったん りんだん,,そうかい？　そうかい、そうかい,「構わない、死ねよ、死ねよ」,はじけるリズムに合わせて,たのしいはなし もっとしたいの したいの,「それ以来、僕は嘘つきで,楽観 楽観 達観 楽観 達観 楽観視 僕は透明人間,,浅い浅い夏の向こうに,緊張が走って　ビリビリきちゃうわ,朽ち果てるまで　さぁ,,だけど王女があの娘のこと　消してほしいと願うなら,僕を乗せて地球は回る,心臓が痛いから死んだふりの毎日を見なよ,見せてあげる わたしの想いを,,近未来創造 明日の傷創 ただ揺らしてよ,緩やかに朽ちてゆくこの世界で 足掻く僕の唯一の活路,,現実逃避に縋れ 縋れ,そしてまた光は降りそそぐ 見とれていたら目が合った,ズルい、ズルい可愛くない,,星が舞っちゃって,wow 昔からなんでか ちょっと人目を惹くんだよなぁ,秘密基地に集まって 「楽しいね」って単純な,陰をさす 寒気 抑え込んで 札を引いた,,幸福なのは義務なんです,映る僕らの影は蒼く遠く,教室の窓から桜ノ雨,三千回目の告白も『タイプじゃないんです』,その頭を撃ち抜いて,アレしたい病も 欲しがりも,「Are you readY??」 「準備はいい?」,見つめ合う あなたと二人,,痛い 痛い 痛い 痛い 痛いに慣れないな,君もすぐに　生まれ変われる,同時に駆け出すアスファルト,馬鹿だとかアホらしいとか言いたいだけ言えばいいわ,足を止めたら思い出してしまう だから,,右肩に紫蝶々 キスをしたこの部屋の隅で,やっぱりアタシに興味ないじゃん,甘え過ぎ太る心回り,,,あれ？おかしいな…,（わくわく！）,「ずっと僕らの声も、もう聞こえてはいないでしょう？」,淡々と流れ出した 生まれてしまった理不尽でも,そのどれもが全部 同じ人,意味と夢と事態を合わせて ただただ考えてく頭,,今更帰る震えているの,やりかけてたゲームはノーセーブ,ゼロ次元の理想抱えていてもなお,空の色も 風のにおいも,Nyanyanyanyanyanya Nyanyanyanyanyanyanyanya,遠く 遠く 遠く 遠く光った,,リンちゃんが出かけたのにぼくが気付かず、
最後までね、頑張るから,アイツもコイツも皆で集まれ,天気予報が　ウソをついた,カリンカ?マリンカ?弦を弾いて,顔も合わせずに毛嫌う理由を,思いやりの欠如と形だけの交尾は,終わりを告げ,気が付いて　ねえねえ,夕焼けの中に吸い込まれて消えてった,NO だって言う筈が　キョドって YES を声に出す,知りたいと思う　普通でしょ？,,,半径5200センチは　この手の届く距離,あなたがくれた体温まで　忘れてしまった,懐かしい記憶,,重なる声と声を混ぜあわせて、混ぜあわせて。,今は何時？,考えてたかもなんて,イェイ空を切るサンダーストーム,,,忘れてないさ 思い出せるように仕舞ってるの,不思議Trick Trick Trick,引きあう心は逃れられない,,らい らい むすんでひらいて,大きくはばたけ卑怯の未来に,,,ECHO,消えて、見えなくなった　まだ触れてるハズなのに,UP SIDE,信者 信者,れんらんどぅ,フワフワリまだちょっと　フラフラリもうちょっと,,って手首を握って、ただ呪って,嫌なこと何もかも全部忘れて,,騙せない人や物も無くなって,見みえないクセして　世迷い言垂れても意味ないじゃん,全然つかめないきみのこと,,,,黙っていよう　それでいつか　苛まれたとしても,ぼくはそれに応えよう　どうして？ 涙が止まらない,何も知らない顔して回る,もういっそ死のうと思えたなら僕はこうじゃなかったのだ,,ビバ！ ビバ！ ハッピー (chu lu chu chu),縫い目の隙間を埋めておくれ,色褪せた君の 微笑み刻んで 栓を抜いた,世界があたしを拒んでも 今、愛の唄,負け犬になって吠えろ 吠えろ,気付いてこっちを振り返るあなたに 嘘つきな私…,それならばこうしよう ズルムケの本性,,胸が鳴っちゃって,それもまぁ、もう慣れ始めてしまいそう,あの頃を思い出して 話をしよう,,今までもいつまでも隣に居たいのは,幸福なのは義務なんです,あの日僕は世界を知り,ふわりてのひら 心に寄せた,,,さぁ、痛いのその向こうへ,「「さあ、始めよう」」,重ねた息と音とヒビカセ,いつか見た夕焼けは あんなにキレイだったのに,,怪物みたいで　素敵なことでしょう？,染み込む温かい涙,他人の価値観なんて私は知らないの,ありがとう サヨナラ 泣いたりしないから,過去も未来も無くなれば 僕も自由に飛び立てるかな,切ないという感情を知る 響くピアノ 不協和音,その話もう聞き飽きたわ,,扉が閉まれば このまま離ればなれだ,もっと,,,,案外人生なんで。私の中じゃ。,,「この世界はどうやら少しヤバイらしい」,一人じゃダメな同士で 二人になればハッピー,あなたが目をやる時計,机にほぼ手つかず参考書,ひとつまたひとつとエデンは姿を消した,海の深さも あなたの声も,,君だって笑ってよ,繕って 愛いっぱい 振る舞ったって 目眩 マイ マイ,夕方帰ってきたリンちゃんが猫耳カチューシャを握りしめて真っ赤な顔で睨んできたため、反省したい。
みくみくにしてやんよ,聖者の行進　わんっ　つー　さん　しっ,土砂降りの雨が降る,こんな感情どうしようか?,さがしても,腐れ縁のキミとアタシによく似ている,ディスプレイの中で眠る,待たせるなんて論外よ,,後悔の脆弱は　騙したほうが正義なの,全部見せてよ,さあさあ狂ったように踊りましょう,もーラブラブになっちゃってー　横隔膜突っ張っちゃってー,今から飛び回りますので　離れていてください,バイバイもう永遠に会えないね,ただ楽しかったあの頃を,カニバリズムと言葉だけ　歌うアンドロイドと遊んでる,,8月14日の午前12時過ぎ位を指す,,鳴動響かせてはバイバイバイ,黒板のこの漢字が読めますか,ハイハイチャイナ　ちょちょ夢心地　いーあるふぁんくらぶ,君がいてもいなくても翔べるなんて妄想,生まれ変われる（Wow Wow）,あなたに未体験あげる,光の泳ぐ空にさざめく,らい らい 羅刹と骸,勝ち続ける以外になにがあるのか,「お先にどうぞ」って舌を出す 余裕ぶった無邪気な目,ハッピーシンセサイザ 君の 胸の奥まで,,,UP SIDE DOWN,勘違いすんな 教祖はオマエだ!!,まば りっばっばー ばりっばり,甘えてあらあらやっちゃったベイベー,言うならそれは、それはラッキー,何も出来ないでただ、のうのうと人生を貪った,,ヒトリボッチのベッドに オハヨーハヨー,『怪物』に成り果てちゃってさ,,全然しらないうちに,冷たくない君の手のひらが見えた,今日も見いつけた！,ルールがボクは嫌で,別に良いんだよ　こんな憂いも意味があるなら,,1秒だけ呼吸を止めて,,叫んでみたメガホンは壊れてたの,ビバ！ ビバ！ ハッピー (chu lu chu chu),,,歌わせてくれないかな,理想像なんて捨てろ 捨てろ,,臭い、臭い はしたないわ,3 2 1 で目覚めて 恋に落ちたりなんかして,気付けば彼方―――,wow 聞いたことあるんだ ちょっと思い出せないけど,飛行機雲飛んで行って 「眩しいね」って泣いていた,過程の 収束 にわか雨の 標的たちは,輝いたキミの顔間近で見たいから！,幸せですか？ 義務ですよ？,それは光となった,みんな集めて出来た花束を,ダメダメこんな人生 累計これまで何千年？,終わんない愛を抱いていたくないの,,,,恋なんて呼ぶには 穢れすぎてしまったよ,汚れた哀艶の欠片が キラキラ輝く星になる,,"だからバイバイ ""むかしむかしのきょうのぼく""",,そう思った途端にふわり,感情一つ消せるのなら 「好き」を消せば楽になれるかな,不協和音,そもそもだいたいアタシに興味ないじゃん,“ファット想い→スリム”を掲げよう,あなたの煙は 雲となり雨になるよ,クラクラクラ クラクラさせてよ,君を抱きしめるために浮かせた前足が,やっほー！準備はいーい？ いっせーのー！,言葉の錆びてく音 霧のかかる心の奥底,ねぇねぇ、突飛な未来を想像して膨らむ世界は,汗をかいて 寝巻きを着替えたら,【これは彼と彼女のお話】,そのうち二人が嫌で 「一人がいい」とか言って,靴脱ぎ踊るスロープ抜けて,震える身体をいなす様に,,ワタシは知らない だけど歌を,Nyanyanyanyanyanya Nyanyanyanyanyanyanyanya,,「頑張って」「笑って」 聞きたくないよ,
だからちょっと油断をしてあげて,,カバンに入れたままの　オリタタミ傘　うれしくない,ちょっと教えてくれないか?,さがしても,,ここはきっと「ごみ箱」かな,わたしを誰だと思ってるの？,吐き出す様な暴力と 蔑さげすんだ目の毎日に,,あなたにならば見せてあげる私の…,どうせ100年後の今頃にはみんな死んじゃってんだから,強烈な味にぶっ飛んでー　等身大の裏・表,,何故かそんな気がするんだ　そう思えてしまったんだ,ブラックロックシューター,きっと嫌われてんだ我がヒーロー　きっと望まれてんだほらヒーロー,「問題ない。」と呟いた言葉は失われた。,やけに煩い蝉の声覚えていた,メリーゴーランドみたいに回る,もう少しだけ友達でいようぜ今回は,あの子の心象は読めますか,だんだん　君と同じ言葉が使えるね,独りじゃ歩くことさえ僕は しないまま藍色の風に吐いた幻想,Freely Tomorrow,異世界の果てまで トキメキ スキ,文字の奥　波の狭間で,,倒れるな「うろたんだー」　僕らの勇者よ,「ほら出番だ」パスワードで,届くようなメロディ 奏でるよ,i'm gonna burn my house down into an ugly black,麻酔をかけてよ　火照る内声,UP SIDE DOWN SIDE UP AND DOWN,,ばりり りびりび りすてん,きっと発展性も何もあるまいに　毎日！懲りないなぁ……,繰り返しの三十九秒　廻り廻っていたら　見えた、それはハッピー？,「夏が夢を見せるのなら、君を連れ去る前へ」なんて,ルカルカ★ナイトフィーバー,シーラカンスのシッポに オハヨーハヨー,…あぁ、ごめんね！泣かないで！全部法螺話だよ？」,,ココロ奪われるなんてこと,淡い空　明けの蛍,尻尾出すおばかさん　蹴落とすの,ただ縛られたくなくて,,君は王女 僕は召使　運命分かつ 狂おしき双子,何も言えず立ちすくむ僕,どうせ死ぬくせに辛いなんておかしいじゃないか,どれだけ背伸びしたって 君の視界に入らない,イヤイヤ 争いはしない主義,皆さんさようなら 先生お元気で,声を枯らして叫んだ 反響 残響 空しく響く,もう一回 誰も知らないその想い,それが 脱法ロックの礼法なんですわ,深海少女 わざわざ沈む 暗闇のさなかに赤い頬,,わし掴んでシークレット あ、なんだやっぱり単純で,,「あぁもう！いやな体質だなぁ」 そんなこと言えもしないけれど,君はどんな顔だっけ なぜだろう、思い出せないな,何も知らない 僕がそれを 選んだって,,,,空に放とう 忘れないで,ネバーランドの囚人も 昔は確かに笑えたんだ,もっとちゃんと不安にしてよ,そう、汚い妄想は,君が主役の Crazy nighT ワイン片手に洒落込んで,真夜中に問う 冷え切った熱,そして 君が知らずに 幸せな灰になった後で,空へと会いに行こう,「あぁ、神様なんで」って,,掌から落ちていった紫色の花みたいに,舞い降りてくる雪 触れたら溶けてきえた,,,そーやってまた誤魔化して...（もう！）,出逢った頃と同じ様に成ろう,,ユラユラユラ ゆらぎを見せてよ,何故か君を傷つけ始めるんだ,,朝焼け色の中に 君は一人 また透けてくだけ,今日か明日でもノックしてくれないですか？,時計の針 午前零時,作られてしまった心では もう言葉も届かない,,喉まで伸びる指の先で,すぐにヘッドフォンをした,ぼくらの16bit戦争。,歌をうたう ただ声をあげて,Nyanyanyanyanyanyanya Nyanyanyanyanyanya,青く染まった空の想いが,,(＾ω＾≡＾ω＾) おっおっおっおっ
,禅定門を潜り抜けて　安楽浄土厄払い,ためいきを　ついた　そんなとき,感度良好 524,見つからないけど,それでもいいから…。,「じきに記憶も無くなってしまうなんて・・」,もう何だか　あまいものが食べたい！,君はいつしか そこに立ってた,卑怯だって構わない　祈っておいてそれはない,,震える私を抱きしめて　もっと激しく脳汁分泌させたら,脅迫的に縛っちゃってー　網膜の上に貼っちゃってー,どうでしょう？　昔の自分が見たら褒めてくれるかな,上手く笑えないんだ　どうしようもないまんま,でも動けないよ,カニバリズムと言葉だけ　歌うアンドロイドと遊んでる,どうなったって良いんだってさ、,,僕の頭ん中はもうグルグルさ,,その心を黒く染めたのは,うぉーあいにー　言えるかな,壊してくれって願って踠いたって,,,,一つ二つ三つで また開いて 五つ六つ七つで その手を上に,その手で真実を取り戻すまでは,目を覚ましたじゃじゃ馬は止まらない,,i'm gonna run away now and never look back,,LEFT SIDE,ロキロキのロックンロックンロール,れんだんどぅ,,納得なんてするはずないわ！,照れ隠しした日々が空気を照らして脳裏を焦がしていく,私はここに居るから,スフィンクスのナゾナゾに オハヨーハヨー,,,あるはずないでしょ,,ブラックリストのクラスの皆さん,だからボクは逃げ出して,恋と飾って　静かな方へ　汚れきった言葉を　今　「此処には誰もいない」「ええ、そうね」,「今日のおやつはブリオッシュだよ」,,どうせ死ぬくせに辛いなんて,,No No Non Non,高なった胸に 涎が垂れる,外された鎖の その先は なにひとつ残ってやしないけど,この声に預けてみてもいいかな,最底辺に沈め 沈め,深海少女 ハダカの心を見せる勇気 黒い海がまだ許さない,間違い探しのペアルック,僕にとって僕が 揺るぎない絶対王政,あの一等星のさんざめく光で,,,,言葉は時に無力でなかなか,幸福なのは義務なんです,僕は歌うよ,今はまだ… 小さな花弁（はなびら）だとしても,ワープ寸前カイバ先生 先回って受け止めて,いないいないばぁで演じて欲しいの,汚いお金で 解決させましょう,ほどよく酔いが回ったら 楽しくなってきちゃった?,待ち続けてる 午前零時,僕は今更 君が好きだったって気付いたよ,独りが持ち合わせた感情 あなたに出会った日の私が,「もう嫌だよ」と泣いたって,引き続きお付き合い願います,くるくるって踊る様なこの感じがたまらない,,君の耳を、目を、心を 通り抜けたモノ全てを,雨の中で濡れた 髪が異常に冷たくて,Be My Boy わがまますぎるBaby,思い笑描く理想狂,ありふれた人生を 紅く色付ける様な,キラキラキラ きらめいていてよ,覚えたての言葉だって 君に突き刺すナイフ,あいわなびー！ 叫ぼうよ！,,,この曲は今 一分とちょっと,,どうせなら僕がもう一人 いたならそれはそれでハッピーだ,,,イデアの波に蝕のまれるな,,,ふわり ふわりと溶ける,ルルカリリカルラ リラルララ 離れてかないで,
みくみくにしてあげる,きっと終幕は大団円　拍手の合間に,,フロイト?ケロイド?鍵を叩いて,,,,いますぐによ,話しかけちゃだめなのに「君の名前が知りたいな」,飾っていた饒舌が　墓穴を掘って焼ける様,ずっと恋しくてシンデレラ,月の向こうまでイっちゃって,もーラブラブでいっちゃってよ！　会いたいたいない，無い！,目が回り軸もぶれてるけど,,闇を駆ける星に願いを,きっと嫌われてんだ我がヒーロー　きっと望まれてんだほらヒーロー,間違いだって起こしちゃおうと誘う、坂道。,でもさぁ、少し不思議だな。,,,おい誰なんだよ おい誰なんだよ,,『願ったんなら叶えてしまえや』って 君は言って,少し震えていたの 幼くなる君のKiss,点灯と消灯を 繰り返している蛍光灯,君が遠のいただけ,松の樹には首輪で 宙ぶらりんりん 皆皆皆で 結びましょ,,もう夜が深くなる 「オコサマ」なら燃える延長戦,つまらない「たてまえ」や ヤな事全部,i'm gonna burn my house down into an ugly black,本当だって良いよ　戻れないの　アタシはまた怖くなる,LEFT SIDE RIGHT,かき鳴らすエレクトリックギターは,やば りんらん てんてだん,早送りのように過ぎゆく日々,どんだけ音を重ねたって　終わりも始まりもやっては来ないな,,少しでも視線を逸らしちゃダメダメよ☆,メモリのなかのキミに オハヨーハヨー,「オーマイダーティ！なんて醜態！」 僕は誤摩化す,,,,,後先の事は忘れ,混ざって　二人の果て　譲り合って何もないな　否　痛みだって教えて,君は笑う 無邪気に笑う,それは偶然で　そして運命で,,嗚呼 いつの間にか晴れた空,ビバ！ ビバ！ ハッピー (chu lu chu chu),,ふたりを重ねてた偶然 暗転 断線 儚く千々に,,社会不適合者に堕ちろ 堕ちろ,,あれとこれとそれとどれ,だからね君だって 僕が大好きでしょ？,あなたとダンスを踊ろうか,大通りがパニックに変わる,痛いくらいに現実は 足早に駆け抜けた,誰かが言ってた 『あの子は独りで』,この世界は変わらないけど,幸福なのは義務なんです,笑顔をくれた君が泣いてるとき,僕らはひとりじゃない,どうせどうせ やり直し 人生リセットボタン,もっとちゃんと応えてよ,yeah!?,歌え 踊れ 騒ごうぜ 酸いも甘いも忘れてさ,鏡写しに飽和していく,,今でも手を振るから,受け入れろよ　これが運命だ,ちょっとだけ前向いたこの僕の,,駅へと続く大通り,いつか知ることが出来たら 次はちゃんと君を愛せるかな,寂しさをトイレに吐き出して 震えて待ってる,抱きしめてよね！,血走る願いはやがて安堵,たおやかな恋でした たおやかな恋でした,,切り裂く人生,キミもあいわなびー！ 声を上げて イェイ！,鼓動の音は一つ限り,なんて妄想なんかして外を眺めていると,あなたは今 生まれて何年？,枯れる太陽の音 蒸せる炎天下の目,今日は僕が女の子 演じ合ってバカみたいにさ,すくう雫口付けて,不明なアーティスト項目の,残された空間で僕は,なにかあなたに 届くのなら,,そう涙をずっと,閉ざし閉ざされ この世界に 異議とか唱えて,リンちゃんをちやほやしたい。
世界中の誰、誰より,,「しょうがないから入ってやる」なんて,全部全部笑っちゃおうぜ,はにかみながら怒ったって,愛したっていうのですか？,でもね、アナタだけは忘れないよ,,ごめんね 名前も舌も無いんだ,,制服だけで駆けていくわ,,,,ドーナツの穴みたいにさ　穴を穴だけ切り取れないように,もう一度だけ走るから,,,同じ公園で昨日見た夢を思い出した,この両手から零れそうなほど,そういや今日は僕らのハッピーバースデイ,,小姐， 请问这个多少钱,,こんな恋知らないから もう少し側で寄り添いたい,超常な混沌が 静かにあなたを蝕んだ,,,お約束の世界を新しく塗り替える,逆境ぐあいがクールだろ？ 寝れないね まだまだ,消してあげるから この音で,i'm gonna run away now and never look back,モンブランは甘味　裸足のまま　その甘さに溺れたいの,LEFT RIGHT UP DOWN,Don't Stop! Don't Stop!,でんあろ わらば,まだまだあーやってこーやって　溺れたいんだ,つまりつまり意味はないの,18歳になった少年　また何処かで待っていたんだ,,,なんて言ったって この本心は不気味じゃない？,混濁とコンタクト コンダクターこんな僕を導いて,全然気づかないきみなんて,自分がただの染みに見えるほど,さァ！さァ！密告だ！先生に言ってやろ！,,,,知らないほうが良いと知ってたのに,だから愛さえないこんな世界の色に僕の唄を混ぜて,全然似合わない,ビバ！ ビバ！ ハッピー (chu lu chu chu),正直者は何を見る？ 正直者は馬鹿を見る！,所詮こんなものさ 呟いた 枯れた頬に伝う誰かの涙,あなたには僕が見えるか？,自殺点ばっか決めろ 決めろ,こんなに服は汚れてしまった 笑顔も醜くゆがんでいった,,,我が太陽系の法則に誘われ,もうアイドルなんて辞めちゃいたいよ,選んだ今日は平凡で 崩れそうになる日々さ,帰りのホームから 足を滑らせ,もしキミが持ってるその魔法で,幸福なのは義務なんです,ほんの少しだけでもいい,,,,,気が狂っちゃうほどに 楽しんじゃえ Happy☆nighT,知らない音が伝う,百年前の同じ日に君のおばあちゃんは,,次の次の次の主に懸命しよう,心はピカピカ光って見えてるかな,さぁ、どうなっちゃうのか見せてよ,寄り添ってる二人 楽しそう 「ほら見て初雪！」,,追いかけては逃げるから それ以上で返して,,,さよなら,そっと,,描く夢の色なんて そんなの誰にも決めらんない （ウナー！）,閉め切った部屋の中で響く,突然に聴こえてきたのは喋り声,,夏バテした世間に はじき出された様な,,走る衝動 背骨抜けていく刹那,タイトル不明のナンバーが,うかつに肘さえつけやしない,何度でも 何度だって,Nyanyanyanyanyanya Nyanyanyanyanyanyanyanya,何かをそっと 夜空の奥にしまうけど,ルルカリリカルラ リラルララ 見捨てないでいて,ちやほやされ慣れてないリンちゃんが挙動不審になるのを見て、
